"","filenames","species_tree","gamma_stat"
"505","article_1_2_0_1_2.RDa",1,-8.37719607488576
"506","article_1_2_0_1_2.RDa",2,-8.42952666230189
"507","article_1_2_0_2_0.RDa",1,-8.37719607488576
"508","article_1_2_0_2_0.RDa",2,-8.42952666230189
"509","article_1_2_0_2_1.RDa",1,-8.37719607488576
"510","article_1_2_0_2_1.RDa",2,-8.42952666230189
"511","article_1_2_0_2_2.RDa",1,-8.37719607488576
"512","article_1_2_0_2_2.RDa",2,-8.42952666230189
"513","article_1_2_1_0_0.RDa",1,-6.25219928348604
"514","article_1_2_1_0_0.RDa",2,-6.2060022673993
"515","article_1_2_1_0_1.RDa",1,-6.25219928348604
"516","article_1_2_1_0_1.RDa",2,-6.2060022673993
"517","article_1_2_1_0_2.RDa",1,-6.25219928348604
"518","article_1_2_1_0_2.RDa",2,-6.2060022673993
"519","article_1_2_1_1_0.RDa",NA,NA
"520","article_1_2_1_1_1.RDa",1,-6.25219928348604
"521","article_1_2_1_1_1.RDa",2,-6.2060022673993
"522","article_1_2_1_1_2.RDa",1,-6.25219928348604
"523","article_1_2_1_1_2.RDa",2,-6.2060022673993
"524","article_1_2_1_2_0.RDa",1,-6.25219928348604
"525","article_1_2_1_2_0.RDa",2,-6.2060022673993
"526","article_1_2_1_2_1.RDa",1,-6.25219928348604
"527","article_1_2_1_2_1.RDa",2,-6.2060022673993
"528","article_1_2_1_2_2.RDa",1,-6.25219928348604
"529","article_1_2_1_2_2.RDa",2,-6.2060022673993
"530","article_1_2_2_0_0.RDa",NA,NA
"531","article_1_2_2_0_1.RDa",1,-2.34297644822346
"532","article_1_2_2_0_1.RDa",2,-2.31875191660658
"533","article_1_2_2_0_2.RDa",1,-2.34297644822346
"534","article_1_2_2_0_2.RDa",2,-2.31875191660658
"535","article_1_2_2_1_0.RDa",NA,NA
"536","article_1_2_2_1_1.RDa",1,-2.34297644822346
"537","article_1_2_2_1_1.RDa",2,-2.31875191660658
"538","article_1_2_2_1_2.RDa",1,-2.34297644822346
"539","article_1_2_2_1_2.RDa",2,-2.31875191660658
"540","article_1_2_2_2_0.RDa",NA,NA
"541","article_1_2_2_2_1.RDa",1,-2.34297644822346
"542","article_1_2_2_2_1.RDa",2,-2.31875191660658
"543","article_1_2_2_2_2.RDa",1,-2.34297644822346
"544","article_1_2_2_2_2.RDa",2,-2.31875191660658
"545","article_1_2_3_0_0.RDa",1,-0.57494818531076
"546","article_1_2_3_0_0.RDa",2,-0.57494818531076
"547","article_1_2_3_0_1.RDa",1,-0.57494818531076
"548","article_1_2_3_0_1.RDa",2,-0.57494818531076
"549","article_1_2_3_0_2.RDa",1,-0.57494818531076
"550","article_1_2_3_0_2.RDa",2,-0.57494818531076
"551","article_1_2_3_1_0.RDa",1,-0.57494818531076
"552","article_1_2_3_1_0.RDa",2,-0.57494818531076
"553","article_1_2_3_1_1.RDa",1,-0.57494818531076
"554","article_1_2_3_1_1.RDa",2,-0.57494818531076
"555","article_1_2_3_1_2.RDa",1,-0.57494818531076
"556","article_1_2_3_1_2.RDa",2,-0.57494818531076
"557","article_1_2_3_2_0.RDa",1,-0.57494818531076
"558","article_1_2_3_2_0.RDa",2,-0.57494818531076
"559","article_1_2_3_2_1.RDa",1,-0.57494818531076
"560","article_1_2_3_2_1.RDa",2,-0.57494818531076
"561","article_1_2_3_2_2.RDa",1,-0.57494818531076
"562","article_1_2_3_2_2.RDa",2,-0.57494818531076
"563","article_1_2_4_0_0.RDa",1,-1.73205080756888
"564","article_1_2_4_0_0.RDa",2,-1.73205080756888
"565","article_1_2_4_0_1.RDa",1,-1.73205080756888
"566","article_1_2_4_0_1.RDa",2,-1.73205080756888
"567","article_1_2_4_0_2.RDa",1,-1.73205080756888
"568","article_1_2_4_0_2.RDa",2,-1.73205080756888
"569","article_1_2_4_1_0.RDa",1,-1.73205080756888
"570","article_1_2_4_1_0.RDa",2,-1.73205080756888
"571","article_1_2_4_1_1.RDa",1,-1.73205080756888
"572","article_1_2_4_1_1.RDa",2,-1.73205080756888
"573","article_1_2_4_1_2.RDa",1,-1.73205080756888
"574","article_1_2_4_1_2.RDa",2,-1.73205080756888
"575","article_1_2_4_2_0.RDa",1,-1.73205080756888
"576","article_1_2_4_2_0.RDa",2,-1.73205080756888
"577","article_1_2_4_2_1.RDa",1,-1.73205080756888
"578","article_1_2_4_2_1.RDa",2,-1.73205080756888
"579","article_1_2_4_2_2.RDa",1,-1.73205080756888
"580","article_1_2_4_2_2.RDa",2,-1.73205080756888
"581","article_1_3_0_0_0.RDa",1,0.229695824217986
"582","article_1_3_0_0_0.RDa",2,0.229695824217986
"583","article_1_3_0_0_1.RDa",1,0.229695824217986
"584","article_1_3_0_0_1.RDa",2,0.229695824217986
"585","article_1_3_0_0_2.RDa",1,0.229695824217986
"586","article_1_3_0_0_2.RDa",2,0.229695824217986
"587","article_1_3_0_1_0.RDa",1,0.229695824217986
"588","article_1_3_0_1_0.RDa",2,0.229695824217986
"589","article_1_3_0_1_1.RDa",1,0.229695824217986
"590","article_1_3_0_1_1.RDa",2,0.229695824217986
"591","article_1_3_0_1_2.RDa",1,0.229695824217986
"592","article_1_3_0_1_2.RDa",2,0.229695824217986
"593","article_1_3_0_2_0.RDa",1,0.229695824217986
"594","article_1_3_0_2_0.RDa",2,0.229695824217986
"595","article_1_3_0_2_1.RDa",1,0.229695824217986
"596","article_1_3_0_2_1.RDa",2,0.229695824217986
"597","article_1_3_0_2_2.RDa",1,0.229695824217986
"598","article_1_3_0_2_2.RDa",2,0.229695824217986
"599","article_1_3_1_0_0.RDa",1,1.21156513845509
"600","article_1_3_1_0_0.RDa",2,1.21156513845509
"601","article_1_3_1_0_1.RDa",1,1.21156513845509
"602","article_1_3_1_0_1.RDa",2,1.21156513845509
"603","article_1_3_1_0_2.RDa",1,1.21156513845509
"604","article_1_3_1_0_2.RDa",2,1.21156513845509
"605","article_1_3_1_1_0.RDa",1,1.21156513845509
"606","article_1_3_1_1_0.RDa",2,1.21156513845509
"607","article_1_3_1_1_1.RDa",1,1.21156513845509
"608","article_1_3_1_1_1.RDa",2,1.21156513845509
"609","article_1_3_1_1_2.RDa",1,1.21156513845509
"610","article_1_3_1_1_2.RDa",2,1.21156513845509
"611","article_1_3_1_2_0.RDa",1,1.21156513845509
"612","article_1_3_1_2_0.RDa",2,1.21156513845509
"613","article_1_3_1_2_1.RDa",1,1.21156513845509
"614","article_1_3_1_2_1.RDa",2,1.21156513845509
"615","article_1_3_1_2_2.RDa",1,1.21156513845509
"616","article_1_3_1_2_2.RDa",2,1.21156513845509
"617","article_1_3_2_0_0.RDa",1,1.07724266347576
"618","article_1_3_2_0_0.RDa",2,1.07724266347576
"619","article_1_3_2_0_1.RDa",NA,NA
"620","article_1_3_2_0_2.RDa",1,1.07724266347576
"621","article_1_3_2_0_2.RDa",2,1.07724266347576
"622","article_1_3_2_1_0.RDa",1,1.07724266347576
"623","article_1_3_2_1_0.RDa",2,1.07724266347576
"624","article_1_3_2_1_1.RDa",1,1.07724266347576
"625","article_1_3_2_1_1.RDa",2,1.07724266347576
"626","article_1_3_2_1_2.RDa",1,1.07724266347576
"627","article_1_3_2_1_2.RDa",2,1.07724266347576
"628","article_1_3_2_2_0.RDa",1,1.07724266347576
"629","article_1_3_2_2_0.RDa",2,1.07724266347576
"630","article_1_3_2_2_1.RDa",1,1.07724266347576
"631","article_1_3_2_2_1.RDa",2,1.07724266347576
"632","article_1_3_2_2_2.RDa",1,1.07724266347576
"633","article_1_3_2_2_2.RDa",2,1.07724266347576
"634","article_1_3_3_0_0.RDa",1,1.44605559851949
"635","article_1_3_3_0_0.RDa",2,1.44605559851949
"636","article_1_3_3_0_1.RDa",1,1.44605559851949
"637","article_1_3_3_0_1.RDa",2,1.44605559851949
"638","article_1_3_3_0_2.RDa",1,1.44605559851949
"639","article_1_3_3_0_2.RDa",2,1.44605559851949
"640","article_1_3_3_1_0.RDa",1,1.44605559851949
"641","article_1_3_3_1_0.RDa",2,1.44605559851949
"642","article_1_3_3_1_1.RDa",1,1.44605559851949
"643","article_1_3_3_1_1.RDa",2,1.44605559851949
"644","article_1_3_3_1_2.RDa",1,1.44605559851949
"645","article_1_3_3_1_2.RDa",2,1.44605559851949
"646","article_1_3_3_2_0.RDa",1,1.44605559851949
"647","article_1_3_3_2_0.RDa",2,1.44605559851949
"648","article_1_3_3_2_1.RDa",1,1.44605559851949
"649","article_1_3_3_2_1.RDa",2,1.44605559851949
"650","article_1_3_3_2_2.RDa",1,1.44605559851949
"651","article_1_3_3_2_2.RDa",2,1.44605559851949
"652","article_1_3_4_0_0.RDa",1,-1.73205080756888
"653","article_1_3_4_0_0.RDa",2,-1.73205080756888
"654","article_1_3_4_0_1.RDa",1,-1.73205080756888
"655","article_1_3_4_0_1.RDa",2,-1.73205080756888
"656","article_1_3_4_0_2.RDa",1,-1.73205080756888
"657","article_1_3_4_0_2.RDa",2,-1.73205080756888
"658","article_1_3_4_1_0.RDa",1,-1.73205080756888
"659","article_1_3_4_1_0.RDa",2,-1.73205080756888
"660","article_1_3_4_1_1.RDa",1,-1.73205080756888
"661","article_1_3_4_1_1.RDa",2,-1.73205080756888
"662","article_1_3_4_1_2.RDa",1,-1.73205080756888
"663","article_1_3_4_1_2.RDa",2,-1.73205080756888
"664","article_1_3_4_2_0.RDa",1,-1.73205080756888
"665","article_1_3_4_2_0.RDa",2,-1.73205080756888
"666","article_1_3_4_2_1.RDa",1,-1.73205080756888
"667","article_1_3_4_2_1.RDa",2,-1.73205080756888
"668","article_1_3_4_2_2.RDa",1,-1.73205080756888
"669","article_1_3_4_2_2.RDa",2,-1.73205080756888
"670","article_1_4_0_0_0.RDa",1,-1.73205080756888
"671","article_1_4_0_0_0.RDa",2,-1.73205080756888
"672","article_1_4_0_0_1.RDa",1,-1.73205080756888
"673","article_1_4_0_0_1.RDa",2,-1.73205080756888
"674","article_1_4_0_0_2.RDa",1,-1.73205080756888
"675","article_1_4_0_0_2.RDa",2,-1.73205080756888
"676","article_1_4_0_1_0.RDa",1,-1.73205080756888
"677","article_1_4_0_1_0.RDa",2,-1.73205080756888
"678","article_1_4_0_1_1.RDa",1,-1.73205080756888
"679","article_1_4_0_1_1.RDa",2,-1.73205080756888
"680","article_1_4_0_1_2.RDa",1,-1.73205080756888
"681","article_1_4_0_1_2.RDa",2,-1.73205080756888
"682","article_1_4_0_2_0.RDa",1,-1.73205080756888
"683","article_1_4_0_2_0.RDa",2,-1.73205080756888
"684","article_1_4_0_2_1.RDa",1,-1.73205080756888
"685","article_1_4_0_2_1.RDa",2,-1.73205080756888
"686","article_1_4_0_2_2.RDa",1,-1.73205080756888
"687","article_1_4_0_2_2.RDa",2,-1.73205080756888
"688","article_1_4_1_0_0.RDa",1,-1.21632474795955
"689","article_1_4_1_0_0.RDa",2,-1.21632474795955
"690","article_1_4_1_0_1.RDa",1,-1.21632474795955
"691","article_1_4_1_0_1.RDa",2,-1.21632474795955
"692","article_1_4_1_0_2.RDa",1,-1.21632474795955
"693","article_1_4_1_0_2.RDa",2,-1.21632474795955
"694","article_1_4_1_1_0.RDa",1,-1.21632474795955
"695","article_1_4_1_1_0.RDa",2,-1.21632474795955
"696","article_1_4_1_1_1.RDa",1,-1.21632474795955
"697","article_1_4_1_1_1.RDa",2,-1.21632474795955
"698","article_1_4_1_1_2.RDa",1,-1.21632474795955
"699","article_1_4_1_1_2.RDa",2,-1.21632474795955
"700","article_1_4_1_2_0.RDa",1,-1.21632474795955
"701","article_1_4_1_2_0.RDa",2,-1.21632474795955
"702","article_1_4_1_2_1.RDa",1,-1.21632474795955
"703","article_1_4_1_2_1.RDa",2,-1.21632474795955
"704","article_1_4_1_2_2.RDa",1,-1.21632474795955
"705","article_1_4_1_2_2.RDa",2,-1.21632474795955
"706","article_1_4_2_0_0.RDa",1,-2.38440522173314
"707","article_1_4_2_0_0.RDa",2,-2.38440522173314
"708","article_1_4_2_0_1.RDa",1,-2.38440522173314
"709","article_1_4_2_0_1.RDa",2,-2.38440522173314
"710","article_1_4_2_0_2.RDa",1,-2.38440522173314
"711","article_1_4_2_0_2.RDa",2,-2.38440522173314
"712","article_1_4_2_1_0.RDa",1,-2.38440522173314
"713","article_1_4_2_1_0.RDa",2,-2.38440522173314
"714","article_1_4_2_1_1.RDa",1,-2.38440522173314
"715","article_1_4_2_1_1.RDa",2,-2.38440522173314
"716","article_1_4_2_1_2.RDa",1,-2.38440522173314
"717","article_1_4_2_1_2.RDa",2,-2.38440522173314
"718","article_1_4_2_2_0.RDa",1,-2.38440522173314
"719","article_1_4_2_2_0.RDa",2,-2.38440522173314
"720","article_1_4_2_2_1.RDa",1,-2.38440522173314
"721","article_1_4_2_2_1.RDa",2,-2.38440522173314
"722","article_1_4_2_2_2.RDa",1,-2.38440522173314
"723","article_1_4_2_2_2.RDa",2,-2.38440522173314
"724","article_1_4_3_0_0.RDa",1,-1.73205080756888
"725","article_1_4_3_0_0.RDa",2,-1.73205080756888
"726","article_1_4_3_0_1.RDa",1,-1.73205080756888
"727","article_1_4_3_0_1.RDa",2,-1.73205080756888
"728","article_1_4_3_0_2.RDa",1,-1.73205080756888
"729","article_1_4_3_0_2.RDa",2,-1.73205080756888
"730","article_1_4_3_1_0.RDa",1,-1.73205080756888
"731","article_1_4_3_1_0.RDa",2,-1.73205080756888
"732","article_1_4_3_1_1.RDa",1,-1.73205080756888
"733","article_1_4_3_1_1.RDa",2,-1.73205080756888
"734","article_1_4_3_1_2.RDa",1,-1.73205080756888
"735","article_1_4_3_1_2.RDa",2,-1.73205080756888
"736","article_1_4_3_2_0.RDa",1,-1.73205080756888
"737","article_1_4_3_2_0.RDa",2,-1.73205080756888
"738","article_1_4_3_2_1.RDa",1,-1.73205080756888
"739","article_1_4_3_2_1.RDa",2,-1.73205080756888
"740","article_1_4_3_2_2.RDa",1,-1.73205080756888
"741","article_1_4_3_2_2.RDa",2,-1.73205080756888
"742","article_1_4_4_0_0.RDa",1,-1.73205080756888
"743","article_1_4_4_0_0.RDa",2,-1.73205080756888
"744","article_1_4_4_0_1.RDa",1,-1.73205080756888
"745","article_1_4_4_0_1.RDa",2,-1.73205080756888
"746","article_1_4_4_0_2.RDa",1,-1.73205080756888
"747","article_1_4_4_0_2.RDa",2,-1.73205080756888
"748","article_1_4_4_1_0.RDa",1,-1.73205080756888
"749","article_1_4_4_1_0.RDa",2,-1.73205080756888
"750","article_1_4_4_1_1.RDa",1,-1.73205080756888
"751","article_1_4_4_1_1.RDa",2,-1.73205080756888
"752","article_1_4_4_1_2.RDa",1,-1.73205080756888
"753","article_1_4_4_1_2.RDa",2,-1.73205080756888
"754","article_1_4_4_2_0.RDa",1,-1.73205080756888
"755","article_1_4_4_2_0.RDa",2,-1.73205080756888
"756","article_1_4_4_2_1.RDa",1,-1.73205080756888
"757","article_1_4_4_2_1.RDa",2,-1.73205080756888
"758","article_1_4_4_2_2.RDa",1,-1.73205080756888
"759","article_1_4_4_2_2.RDa",2,-1.73205080756888
"760","article_1_5_0_0_0.RDa",1,-1.73205080756888
"761","article_1_5_0_0_0.RDa",2,-1.73205080756888
"762","article_1_5_0_0_1.RDa",1,-1.73205080756888
"763","article_1_5_0_0_1.RDa",2,-1.73205080756888
"764","article_1_5_0_0_2.RDa",1,-1.73205080756888
"765","article_1_5_0_0_2.RDa",2,-1.73205080756888
"766","article_1_5_0_1_0.RDa",1,-1.73205080756888
"767","article_1_5_0_1_0.RDa",2,-1.73205080756888
"768","article_1_5_0_1_1.RDa",1,-1.73205080756888
"769","article_1_5_0_1_1.RDa",2,-1.73205080756888
"770","article_1_5_0_1_2.RDa",1,-1.73205080756888
"771","article_1_5_0_1_2.RDa",2,-1.73205080756888
"772","article_1_5_0_2_0.RDa",1,-1.73205080756888
"773","article_1_5_0_2_0.RDa",2,-1.73205080756888
"774","article_1_5_0_2_1.RDa",1,-1.73205080756888
"775","article_1_5_0_2_1.RDa",2,-1.73205080756888
"776","article_1_5_0_2_2.RDa",1,-1.73205080756888
"777","article_1_5_0_2_2.RDa",2,-1.73205080756888
"778","article_1_5_1_0_0.RDa",1,0.568711285202745
"779","article_1_5_1_0_0.RDa",2,0.568711285202745
"780","article_1_5_1_0_1.RDa",1,0.568711285202745
"781","article_1_5_1_0_1.RDa",2,0.568711285202745
"782","article_1_5_1_0_2.RDa",1,0.568711285202745
"783","article_1_5_1_0_2.RDa",2,0.568711285202745
"784","article_1_5_1_1_0.RDa",1,0.568711285202745
"785","article_1_5_1_1_0.RDa",2,0.568711285202745
"786","article_1_5_1_1_1.RDa",1,0.568711285202745
"787","article_1_5_1_1_1.RDa",2,0.568711285202745
"788","article_1_5_1_1_2.RDa",1,0.568711285202745
"789","article_1_5_1_1_2.RDa",2,0.568711285202745
"790","article_1_5_1_2_0.RDa",1,0.568711285202745
"791","article_1_5_1_2_0.RDa",2,0.568711285202745
"792","article_1_5_1_2_1.RDa",1,0.568711285202745
"793","article_1_5_1_2_1.RDa",2,0.568711285202745
"794","article_1_5_1_2_2.RDa",1,0.568711285202745
"795","article_1_5_1_2_2.RDa",2,0.568711285202745
"796","article_1_5_2_0_0.RDa",1,-2.38693695261214
"797","article_1_5_2_0_0.RDa",2,-2.38693695261214
"798","article_1_5_2_0_1.RDa",1,-2.38693695261214
"799","article_1_5_2_0_1.RDa",2,-2.38693695261214
"800","article_1_5_2_0_2.RDa",1,-2.38693695261214
"801","article_1_5_2_0_2.RDa",2,-2.38693695261214
"802","article_1_5_2_1_0.RDa",1,-2.38693695261214
"803","article_1_5_2_1_0.RDa",2,-2.38693695261214
"804","article_1_5_2_1_1.RDa",1,-2.38693695261214
"805","article_1_5_2_1_1.RDa",2,-2.38693695261214
"806","article_1_5_2_1_2.RDa",1,-2.38693695261214
"807","article_1_5_2_1_2.RDa",2,-2.38693695261214
"808","article_1_5_2_2_0.RDa",1,-2.38693695261214
"809","article_1_5_2_2_0.RDa",2,-2.38693695261214
"810","article_1_5_2_2_1.RDa",1,-2.38693695261214
"811","article_1_5_2_2_1.RDa",2,-2.38693695261214
"812","article_1_5_2_2_2.RDa",1,-2.38693695261214
"813","article_1_5_2_2_2.RDa",2,-2.38693695261214
"814","article_1_5_3_0_0.RDa",1,-1.73205080756888
"815","article_1_5_3_0_0.RDa",2,-1.73205080756888
"816","article_1_5_3_0_1.RDa",1,-1.73205080756888
"817","article_1_5_3_0_1.RDa",2,-1.73205080756888
"818","article_1_5_3_0_2.RDa",1,-1.73205080756888
"819","article_1_5_3_0_2.RDa",2,-1.73205080756888
"820","article_1_5_3_1_0.RDa",1,-1.73205080756888
"821","article_1_5_3_1_0.RDa",2,-1.73205080756888
"822","article_1_5_3_1_1.RDa",1,-1.73205080756888
"823","article_1_5_3_1_1.RDa",2,-1.73205080756888
"824","article_1_5_3_1_2.RDa",1,-1.73205080756888
"825","article_1_5_3_1_2.RDa",2,-1.73205080756888
"826","article_1_5_3_2_0.RDa",1,-1.73205080756888
"827","article_1_5_3_2_0.RDa",2,-1.73205080756888
"828","article_1_5_3_2_1.RDa",1,-1.73205080756888
"829","article_1_5_3_2_1.RDa",2,-1.73205080756888
"830","article_1_5_3_2_2.RDa",1,-1.73205080756888
"831","article_1_5_3_2_2.RDa",2,-1.73205080756888
"832","article_1_5_4_0_0.RDa",1,-0.368126177558216
"833","article_1_5_4_0_0.RDa",2,-0.368126177558216
"834","article_1_5_4_0_1.RDa",1,-0.368126177558216
"835","article_1_5_4_0_1.RDa",2,-0.368126177558216
"836","article_1_5_4_0_2.RDa",1,-0.368126177558216
"837","article_1_5_4_0_2.RDa",2,-0.368126177558216
"838","article_1_5_4_1_0.RDa",1,-0.368126177558216
"839","article_1_5_4_1_0.RDa",2,-0.368126177558216
"840","article_1_5_4_1_1.RDa",1,-0.368126177558216
"841","article_1_5_4_1_1.RDa",2,-0.368126177558216
"842","article_1_5_4_1_2.RDa",1,-0.368126177558216
"843","article_1_5_4_1_2.RDa",2,-0.368126177558216
"844","article_1_5_4_2_0.RDa",1,-0.368126177558216
"845","article_1_5_4_2_0.RDa",2,-0.368126177558216
"846","article_1_5_4_2_1.RDa",1,-0.368126177558216
"847","article_1_5_4_2_1.RDa",2,-0.368126177558216
"848","article_1_5_4_2_2.RDa",1,-0.368126177558216
"849","article_1_5_4_2_2.RDa",2,-0.368126177558216
"850","article_2_0_0_0_0.RDa",NA,NA
"851","article_2_0_0_0_1.RDa",NA,NA
"852","article_2_0_0_0_2.RDa",NA,NA
"853","article_2_0_0_1_0.RDa",NA,NA
"854","article_2_0_0_1_1.RDa",NA,NA
"855","article_2_0_0_1_2.RDa",NA,NA
"856","article_2_0_0_2_0.RDa",NA,NA
"857","article_2_0_0_2_1.RDa",NA,NA
"858","article_2_0_0_2_2.RDa",NA,NA
"859","article_2_0_1_0_0.RDa",NA,NA
"860","article_2_0_1_0_1.RDa",NA,NA
"861","article_2_0_1_0_2.RDa",NA,NA
"862","article_2_0_1_1_0.RDa",NA,NA
"863","article_2_0_1_1_1.RDa",NA,NA
"864","article_2_0_1_1_2.RDa",NA,NA
"865","article_2_0_1_2_0.RDa",NA,NA
"866","article_2_0_1_2_1.RDa",NA,NA
"867","article_2_0_1_2_2.RDa",NA,NA
"868","article_2_0_2_0_0.RDa",NA,NA
"869","article_2_0_2_0_1.RDa",NA,NA
"870","article_2_0_2_0_2.RDa",NA,NA
"871","article_2_0_2_1_0.RDa",NA,NA
"872","article_2_0_2_1_1.RDa",NA,NA
"873","article_2_0_2_1_2.RDa",NA,NA
"874","article_2_0_2_2_0.RDa",NA,NA
"875","article_2_0_2_2_1.RDa",NA,NA
"876","article_2_0_2_2_2.RDa",NA,NA
"877","article_2_0_3_0_0.RDa",NA,NA
"878","article_2_0_3_0_1.RDa",NA,NA
"879","article_2_0_3_0_2.RDa",NA,NA
"880","article_2_0_3_1_0.RDa",NA,NA
"881","article_2_0_3_1_1.RDa",NA,NA
"882","article_2_0_3_1_2.RDa",NA,NA
"883","article_2_0_3_2_0.RDa",NA,NA
"884","article_2_0_3_2_1.RDa",NA,NA
"885","article_2_0_3_2_2.RDa",NA,NA
"886","article_2_0_4_0_0.RDa",NA,NA
"887","article_2_0_4_0_1.RDa",NA,NA
"888","article_2_0_4_0_2.RDa",NA,NA
"889","article_2_0_4_1_0.RDa",NA,NA
"890","article_2_0_4_1_1.RDa",NA,NA
"891","article_2_0_4_1_2.RDa",NA,NA
"892","article_2_0_4_2_0.RDa",NA,NA
"893","article_2_0_4_2_1.RDa",NA,NA
"894","article_2_0_4_2_2.RDa",NA,NA
"895","article_2_1_0_0_0.RDa",NA,NA
"896","article_2_1_0_0_1.RDa",NA,NA
"897","article_2_1_0_0_2.RDa",NA,NA
"898","article_2_1_0_1_0.RDa",NA,NA
"899","article_2_1_0_1_1.RDa",NA,NA
"900","article_2_1_0_1_2.RDa",NA,NA
"901","article_2_1_0_2_0.RDa",NA,NA
"902","article_2_1_0_2_1.RDa",NA,NA
"903","article_2_1_0_2_2.RDa",NA,NA
"904","article_2_1_1_0_0.RDa",NA,NA
"905","article_2_1_1_0_1.RDa",NA,NA
"906","article_2_1_1_0_2.RDa",NA,NA
"907","article_2_1_1_1_0.RDa",NA,NA
"908","article_2_1_1_1_1.RDa",NA,NA
"909","article_2_1_1_1_2.RDa",NA,NA
"910","article_2_1_1_2_0.RDa",NA,NA
"911","article_2_1_1_2_1.RDa",NA,NA
"912","article_2_1_1_2_2.RDa",NA,NA
"913","article_2_1_2_0_0.RDa",NA,NA
"914","article_2_1_2_0_1.RDa",NA,NA
"915","article_2_1_2_0_2.RDa",NA,NA
"916","article_2_1_2_1_0.RDa",NA,NA
"917","article_2_1_2_1_1.RDa",NA,NA
"918","article_2_1_2_1_2.RDa",NA,NA
"919","article_2_1_2_2_0.RDa",NA,NA
"920","article_2_1_2_2_1.RDa",NA,NA
"921","article_2_1_2_2_2.RDa",NA,NA
"922","article_2_1_3_0_0.RDa",NA,NA
"923","article_2_1_3_0_1.RDa",NA,NA
"924","article_2_1_3_0_2.RDa",NA,NA
"925","article_2_1_3_1_0.RDa",NA,NA
"926","article_2_1_3_1_1.RDa",NA,NA
"927","article_2_1_3_1_2.RDa",NA,NA
"928","article_2_1_3_2_0.RDa",NA,NA
"929","article_2_1_3_2_1.RDa",NA,NA
"930","article_2_1_3_2_2.RDa",NA,NA
"931","article_2_1_4_0_0.RDa",1,-1.33832215198996
"932","article_2_1_4_0_0.RDa",2,-1.33832215198996
"933","article_2_1_4_0_1.RDa",1,-1.33832215198996
"934","article_2_1_4_0_1.RDa",2,-1.33832215198996
"935","article_2_1_4_0_2.RDa",1,-1.33832215198996
"936","article_2_1_4_0_2.RDa",2,-1.33832215198996
"937","article_2_1_4_1_0.RDa",1,-1.33832215198996
"938","article_2_1_4_1_0.RDa",2,-1.33832215198996
"939","article_2_1_4_1_1.RDa",1,-1.33832215198996
"940","article_2_1_4_1_1.RDa",2,-1.33832215198996
"941","article_2_1_4_1_2.RDa",1,-1.33832215198996
"942","article_2_1_4_1_2.RDa",2,-1.33832215198996
"943","article_2_1_4_2_0.RDa",1,-1.33832215198996
"944","article_2_1_4_2_0.RDa",2,-1.33832215198996
"945","article_2_1_4_2_1.RDa",1,-1.33832215198996
"946","article_2_1_4_2_1.RDa",2,-1.33832215198996
"947","article_2_1_4_2_2.RDa",1,-1.33832215198996
"948","article_2_1_4_2_2.RDa",2,-1.33832215198996
"949","article_2_2_0_0_0.RDa",NA,NA
"950","article_2_2_0_0_1.RDa",NA,NA
"951","article_2_2_0_0_2.RDa",NA,NA
"952","article_2_2_0_1_0.RDa",NA,NA
"953","article_2_2_0_1_1.RDa",NA,NA
"954","article_2_2_0_1_2.RDa",NA,NA
"955","article_2_2_0_2_0.RDa",NA,NA
"956","article_2_2_0_2_1.RDa",NA,NA
"957","article_2_2_0_2_2.RDa",NA,NA
"958","article_2_2_1_0_0.RDa",NA,NA
"959","article_2_2_1_0_1.RDa",NA,NA
"960","article_2_2_1_0_2.RDa",NA,NA
"961","article_2_2_1_1_0.RDa",NA,NA
"962","article_2_2_1_1_1.RDa",NA,NA
"963","article_2_2_1_1_2.RDa",NA,NA
"964","article_2_2_1_2_0.RDa",NA,NA
"965","article_2_2_1_2_1.RDa",NA,NA
"966","article_2_2_1_2_2.RDa",NA,NA
"967","article_2_2_2_0_0.RDa",NA,NA
"968","article_2_2_2_0_1.RDa",NA,NA
"969","article_2_2_2_0_2.RDa",NA,NA
"970","article_2_2_2_1_0.RDa",NA,NA
"971","article_2_2_2_1_1.RDa",NA,NA
"972","article_2_2_2_1_2.RDa",NA,NA
"973","article_2_2_2_2_0.RDa",NA,NA
"974","article_2_2_2_2_1.RDa",NA,NA
"975","article_2_2_2_2_2.RDa",NA,NA
"976","article_2_2_3_0_0.RDa",NA,NA
"977","article_2_2_3_0_1.RDa",NA,NA
"978","article_2_2_3_0_2.RDa",NA,NA
"979","article_2_2_3_1_0.RDa",NA,NA
"980","article_2_2_3_1_1.RDa",NA,NA
"981","article_2_2_3_1_2.RDa",NA,NA
"982","article_2_2_3_2_0.RDa",NA,NA
"983","article_2_2_3_2_1.RDa",NA,NA
"984","article_2_2_3_2_2.RDa",NA,NA
"985","article_2_2_4_0_0.RDa",NA,NA
"986","article_2_2_4_0_1.RDa",1,-1.73205080756888
"987","article_2_2_4_0_1.RDa",2,-1.73205080756888
"988","article_2_2_4_0_2.RDa",NA,NA
"989","article_2_2_4_1_0.RDa",NA,NA
"990","article_2_2_4_1_1.RDa",NA,NA
"991","article_2_2_4_1_2.RDa",NA,NA
"992","article_2_2_4_2_0.RDa",NA,NA
"993","article_2_2_4_2_1.RDa",NA,NA
"994","article_2_2_4_2_2.RDa",NA,NA
