"","filenames","species_tree","t","nltt"
"6714","article_1_5_3_1_0.RDa",2,0.3,1
"6715","article_1_5_3_1_0.RDa",2,0.4,1
"6716","article_1_5_3_1_0.RDa",2,0.5,1
"6717","article_1_5_3_1_0.RDa",2,0.6,1
"6718","article_1_5_3_1_0.RDa",2,0.7,1
"6719","article_1_5_3_1_0.RDa",2,0.8,1
"6720","article_1_5_3_1_0.RDa",2,0.9,1
"6721","article_1_5_3_1_0.RDa",2,1,1
"6722","article_1_5_3_1_1.RDa",1,0,1
"6723","article_1_5_3_1_1.RDa",1,0.1,1
"6724","article_1_5_3_1_1.RDa",1,0.2,1
"6725","article_1_5_3_1_1.RDa",1,0.3,1
"6726","article_1_5_3_1_1.RDa",1,0.4,1
"6727","article_1_5_3_1_1.RDa",1,0.5,1
"6728","article_1_5_3_1_1.RDa",1,0.6,1
"6729","article_1_5_3_1_1.RDa",1,0.7,1
"6730","article_1_5_3_1_1.RDa",1,0.8,1
"6731","article_1_5_3_1_1.RDa",1,0.9,1
"6732","article_1_5_3_1_1.RDa",1,1,1
"6733","article_1_5_3_1_1.RDa",2,0,1
"6734","article_1_5_3_1_1.RDa",2,0.1,1
"6735","article_1_5_3_1_1.RDa",2,0.2,1
"6736","article_1_5_3_1_1.RDa",2,0.3,1
"6737","article_1_5_3_1_1.RDa",2,0.4,1
"6738","article_1_5_3_1_1.RDa",2,0.5,1
"6739","article_1_5_3_1_1.RDa",2,0.6,1
"6740","article_1_5_3_1_1.RDa",2,0.7,1
"6741","article_1_5_3_1_1.RDa",2,0.8,1
"6742","article_1_5_3_1_1.RDa",2,0.9,1
"6743","article_1_5_3_1_1.RDa",2,1,1
"6744","article_1_5_3_1_2.RDa",1,0,1
"6745","article_1_5_3_1_2.RDa",1,0.1,1
"6746","article_1_5_3_1_2.RDa",1,0.2,1
"6747","article_1_5_3_1_2.RDa",1,0.3,1
"6748","article_1_5_3_1_2.RDa",1,0.4,1
"6749","article_1_5_3_1_2.RDa",1,0.5,1
"6750","article_1_5_3_1_2.RDa",1,0.6,1
"6751","article_1_5_3_1_2.RDa",1,0.7,1
"6752","article_1_5_3_1_2.RDa",1,0.8,1
"6753","article_1_5_3_1_2.RDa",1,0.9,1
"6754","article_1_5_3_1_2.RDa",1,1,1
"6755","article_1_5_3_1_2.RDa",2,0,1
"6756","article_1_5_3_1_2.RDa",2,0.1,1
"6757","article_1_5_3_1_2.RDa",2,0.2,1
"6758","article_1_5_3_1_2.RDa",2,0.3,1
"6759","article_1_5_3_1_2.RDa",2,0.4,1
"6760","article_1_5_3_1_2.RDa",2,0.5,1
"6761","article_1_5_3_1_2.RDa",2,0.6,1
"6762","article_1_5_3_1_2.RDa",2,0.7,1
"6763","article_1_5_3_1_2.RDa",2,0.8,1
"6764","article_1_5_3_1_2.RDa",2,0.9,1
"6765","article_1_5_3_1_2.RDa",2,1,1
"6766","article_1_5_3_2_0.RDa",1,0,1
"6767","article_1_5_3_2_0.RDa",1,0.1,1
"6768","article_1_5_3_2_0.RDa",1,0.2,1
"6769","article_1_5_3_2_0.RDa",1,0.3,1
"6770","article_1_5_3_2_0.RDa",1,0.4,1
"6771","article_1_5_3_2_0.RDa",1,0.5,1
"6772","article_1_5_3_2_0.RDa",1,0.6,1
"6773","article_1_5_3_2_0.RDa",1,0.7,1
"6774","article_1_5_3_2_0.RDa",1,0.8,1
"6775","article_1_5_3_2_0.RDa",1,0.9,1
"6776","article_1_5_3_2_0.RDa",1,1,1
"6777","article_1_5_3_2_0.RDa",2,0,1
"6778","article_1_5_3_2_0.RDa",2,0.1,1
"6779","article_1_5_3_2_0.RDa",2,0.2,1
"6780","article_1_5_3_2_0.RDa",2,0.3,1
"6781","article_1_5_3_2_0.RDa",2,0.4,1
"6782","article_1_5_3_2_0.RDa",2,0.5,1
"6783","article_1_5_3_2_0.RDa",2,0.6,1
"6784","article_1_5_3_2_0.RDa",2,0.7,1
"6785","article_1_5_3_2_0.RDa",2,0.8,1
"6786","article_1_5_3_2_0.RDa",2,0.9,1
"6787","article_1_5_3_2_0.RDa",2,1,1
"6788","article_1_5_3_2_1.RDa",1,0,1
"6789","article_1_5_3_2_1.RDa",1,0.1,1
"6790","article_1_5_3_2_1.RDa",1,0.2,1
"6791","article_1_5_3_2_1.RDa",1,0.3,1
"6792","article_1_5_3_2_1.RDa",1,0.4,1
"6793","article_1_5_3_2_1.RDa",1,0.5,1
"6794","article_1_5_3_2_1.RDa",1,0.6,1
"6795","article_1_5_3_2_1.RDa",1,0.7,1
"6796","article_1_5_3_2_1.RDa",1,0.8,1
"6797","article_1_5_3_2_1.RDa",1,0.9,1
"6798","article_1_5_3_2_1.RDa",1,1,1
"6799","article_1_5_3_2_1.RDa",2,0,1
"6800","article_1_5_3_2_1.RDa",2,0.1,1
"6801","article_1_5_3_2_1.RDa",2,0.2,1
"6802","article_1_5_3_2_1.RDa",2,0.3,1
"6803","article_1_5_3_2_1.RDa",2,0.4,1
"6804","article_1_5_3_2_1.RDa",2,0.5,1
"6805","article_1_5_3_2_1.RDa",2,0.6,1
"6806","article_1_5_3_2_1.RDa",2,0.7,1
"6807","article_1_5_3_2_1.RDa",2,0.8,1
"6808","article_1_5_3_2_1.RDa",2,0.9,1
"6809","article_1_5_3_2_1.RDa",2,1,1
"6810","article_1_5_3_2_2.RDa",1,0,1
"6811","article_1_5_3_2_2.RDa",1,0.1,1
"6812","article_1_5_3_2_2.RDa",1,0.2,1
"6813","article_1_5_3_2_2.RDa",1,0.3,1
"6814","article_1_5_3_2_2.RDa",1,0.4,1
"6815","article_1_5_3_2_2.RDa",1,0.5,1
"6816","article_1_5_3_2_2.RDa",1,0.6,1
"6817","article_1_5_3_2_2.RDa",1,0.7,1
"6818","article_1_5_3_2_2.RDa",1,0.8,1
"6819","article_1_5_3_2_2.RDa",1,0.9,1
"6820","article_1_5_3_2_2.RDa",1,1,1
"6821","article_1_5_3_2_2.RDa",2,0,1
"6822","article_1_5_3_2_2.RDa",2,0.1,1
"6823","article_1_5_3_2_2.RDa",2,0.2,1
"6824","article_1_5_3_2_2.RDa",2,0.3,1
"6825","article_1_5_3_2_2.RDa",2,0.4,1
"6826","article_1_5_3_2_2.RDa",2,0.5,1
"6827","article_1_5_3_2_2.RDa",2,0.6,1
"6828","article_1_5_3_2_2.RDa",2,0.7,1
"6829","article_1_5_3_2_2.RDa",2,0.8,1
"6830","article_1_5_3_2_2.RDa",2,0.9,1
"6831","article_1_5_3_2_2.RDa",2,1,1
"6832","article_1_5_4_0_0.RDa",1,0,0.5
"6833","article_1_5_4_0_0.RDa",1,0.1,0.5
"6834","article_1_5_4_0_0.RDa",1,0.2,0.5
"6835","article_1_5_4_0_0.RDa",1,0.3,0.666666666666667
"6836","article_1_5_4_0_0.RDa",1,0.4,0.666666666666667
"6837","article_1_5_4_0_0.RDa",1,0.5,0.666666666666667
"6838","article_1_5_4_0_0.RDa",1,0.6,0.666666666666667
"6839","article_1_5_4_0_0.RDa",1,0.7,0.666666666666667
"6840","article_1_5_4_0_0.RDa",1,0.8,0.666666666666667
"6841","article_1_5_4_0_0.RDa",1,0.9,0.833333333333333
"6842","article_1_5_4_0_0.RDa",1,1,1
"6843","article_1_5_4_0_0.RDa",2,0,0.5
"6844","article_1_5_4_0_0.RDa",2,0.1,0.5
"6845","article_1_5_4_0_0.RDa",2,0.2,0.5
"6846","article_1_5_4_0_0.RDa",2,0.3,0.666666666666667
"6847","article_1_5_4_0_0.RDa",2,0.4,0.666666666666667
"6848","article_1_5_4_0_0.RDa",2,0.5,0.666666666666667
"6849","article_1_5_4_0_0.RDa",2,0.6,0.666666666666667
"6850","article_1_5_4_0_0.RDa",2,0.7,0.666666666666667
"6851","article_1_5_4_0_0.RDa",2,0.8,0.666666666666667
"6852","article_1_5_4_0_0.RDa",2,0.9,0.833333333333333
"6853","article_1_5_4_0_0.RDa",2,1,1
"6854","article_1_5_4_0_1.RDa",1,0,0.5
"6855","article_1_5_4_0_1.RDa",1,0.1,0.5
"6856","article_1_5_4_0_1.RDa",1,0.2,0.5
"6857","article_1_5_4_0_1.RDa",1,0.3,0.666666666666667
"6858","article_1_5_4_0_1.RDa",1,0.4,0.666666666666667
"6859","article_1_5_4_0_1.RDa",1,0.5,0.666666666666667
"6860","article_1_5_4_0_1.RDa",1,0.6,0.666666666666667
"6861","article_1_5_4_0_1.RDa",1,0.7,0.666666666666667
"6862","article_1_5_4_0_1.RDa",1,0.8,0.666666666666667
"6863","article_1_5_4_0_1.RDa",1,0.9,0.833333333333333
"6864","article_1_5_4_0_1.RDa",1,1,1
"6865","article_1_5_4_0_1.RDa",2,0,0.5
"6866","article_1_5_4_0_1.RDa",2,0.1,0.5
"6867","article_1_5_4_0_1.RDa",2,0.2,0.5
"6868","article_1_5_4_0_1.RDa",2,0.3,0.666666666666667
"6869","article_1_5_4_0_1.RDa",2,0.4,0.666666666666667
"6870","article_1_5_4_0_1.RDa",2,0.5,0.666666666666667
"6871","article_1_5_4_0_1.RDa",2,0.6,0.666666666666667
"6872","article_1_5_4_0_1.RDa",2,0.7,0.666666666666667
"6873","article_1_5_4_0_1.RDa",2,0.8,0.666666666666667
"6874","article_1_5_4_0_1.RDa",2,0.9,0.833333333333333
"6875","article_1_5_4_0_1.RDa",2,1,1
"6876","article_1_5_4_0_2.RDa",1,0,0.5
"6877","article_1_5_4_0_2.RDa",1,0.1,0.5
"6878","article_1_5_4_0_2.RDa",1,0.2,0.5
"6879","article_1_5_4_0_2.RDa",1,0.3,0.666666666666667
"6880","article_1_5_4_0_2.RDa",1,0.4,0.666666666666667
"6881","article_1_5_4_0_2.RDa",1,0.5,0.666666666666667
"6882","article_1_5_4_0_2.RDa",1,0.6,0.666666666666667
"6883","article_1_5_4_0_2.RDa",1,0.7,0.666666666666667
"6884","article_1_5_4_0_2.RDa",1,0.8,0.666666666666667
"6885","article_1_5_4_0_2.RDa",1,0.9,0.833333333333333
"6886","article_1_5_4_0_2.RDa",1,1,1
"6887","article_1_5_4_0_2.RDa",2,0,0.5
"6888","article_1_5_4_0_2.RDa",2,0.1,0.5
"6889","article_1_5_4_0_2.RDa",2,0.2,0.5
"6890","article_1_5_4_0_2.RDa",2,0.3,0.666666666666667
"6891","article_1_5_4_0_2.RDa",2,0.4,0.666666666666667
"6892","article_1_5_4_0_2.RDa",2,0.5,0.666666666666667
"6893","article_1_5_4_0_2.RDa",2,0.6,0.666666666666667
"6894","article_1_5_4_0_2.RDa",2,0.7,0.666666666666667
"6895","article_1_5_4_0_2.RDa",2,0.8,0.666666666666667
"6896","article_1_5_4_0_2.RDa",2,0.9,0.833333333333333
"6897","article_1_5_4_0_2.RDa",2,1,1
"6898","article_1_5_4_1_0.RDa",1,0,0.5
"6899","article_1_5_4_1_0.RDa",1,0.1,0.5
"6900","article_1_5_4_1_0.RDa",1,0.2,0.5
"6901","article_1_5_4_1_0.RDa",1,0.3,0.666666666666667
"6902","article_1_5_4_1_0.RDa",1,0.4,0.666666666666667
"6903","article_1_5_4_1_0.RDa",1,0.5,0.666666666666667
"6904","article_1_5_4_1_0.RDa",1,0.6,0.666666666666667
"6905","article_1_5_4_1_0.RDa",1,0.7,0.666666666666667
"6906","article_1_5_4_1_0.RDa",1,0.8,0.666666666666667
"6907","article_1_5_4_1_0.RDa",1,0.9,0.833333333333333
"6908","article_1_5_4_1_0.RDa",1,1,1
"6909","article_1_5_4_1_0.RDa",2,0,0.5
"6910","article_1_5_4_1_0.RDa",2,0.1,0.5
"6911","article_1_5_4_1_0.RDa",2,0.2,0.5
"6912","article_1_5_4_1_0.RDa",2,0.3,0.666666666666667
"6913","article_1_5_4_1_0.RDa",2,0.4,0.666666666666667
"6914","article_1_5_4_1_0.RDa",2,0.5,0.666666666666667
"6915","article_1_5_4_1_0.RDa",2,0.6,0.666666666666667
"6916","article_1_5_4_1_0.RDa",2,0.7,0.666666666666667
"6917","article_1_5_4_1_0.RDa",2,0.8,0.666666666666667
"6918","article_1_5_4_1_0.RDa",2,0.9,0.833333333333333
"6919","article_1_5_4_1_0.RDa",2,1,1
"6920","article_1_5_4_1_1.RDa",1,0,0.5
"6921","article_1_5_4_1_1.RDa",1,0.1,0.5
"6922","article_1_5_4_1_1.RDa",1,0.2,0.5
"6923","article_1_5_4_1_1.RDa",1,0.3,0.666666666666667
"6924","article_1_5_4_1_1.RDa",1,0.4,0.666666666666667
"6925","article_1_5_4_1_1.RDa",1,0.5,0.666666666666667
"6926","article_1_5_4_1_1.RDa",1,0.6,0.666666666666667
"6927","article_1_5_4_1_1.RDa",1,0.7,0.666666666666667
"6928","article_1_5_4_1_1.RDa",1,0.8,0.666666666666667
"6929","article_1_5_4_1_1.RDa",1,0.9,0.833333333333333
"6930","article_1_5_4_1_1.RDa",1,1,1
"6931","article_1_5_4_1_1.RDa",2,0,0.5
"6932","article_1_5_4_1_1.RDa",2,0.1,0.5
"6933","article_1_5_4_1_1.RDa",2,0.2,0.5
"6934","article_1_5_4_1_1.RDa",2,0.3,0.666666666666667
"6935","article_1_5_4_1_1.RDa",2,0.4,0.666666666666667
"6936","article_1_5_4_1_1.RDa",2,0.5,0.666666666666667
"6937","article_1_5_4_1_1.RDa",2,0.6,0.666666666666667
"6938","article_1_5_4_1_1.RDa",2,0.7,0.666666666666667
"6939","article_1_5_4_1_1.RDa",2,0.8,0.666666666666667
"6940","article_1_5_4_1_1.RDa",2,0.9,0.833333333333333
"6941","article_1_5_4_1_1.RDa",2,1,1
"6942","article_1_5_4_1_2.RDa",1,0,0.5
"6943","article_1_5_4_1_2.RDa",1,0.1,0.5
"6944","article_1_5_4_1_2.RDa",1,0.2,0.5
"6945","article_1_5_4_1_2.RDa",1,0.3,0.666666666666667
"6946","article_1_5_4_1_2.RDa",1,0.4,0.666666666666667
"6947","article_1_5_4_1_2.RDa",1,0.5,0.666666666666667
"6948","article_1_5_4_1_2.RDa",1,0.6,0.666666666666667
"6949","article_1_5_4_1_2.RDa",1,0.7,0.666666666666667
"6950","article_1_5_4_1_2.RDa",1,0.8,0.666666666666667
"6951","article_1_5_4_1_2.RDa",1,0.9,0.833333333333333
"6952","article_1_5_4_1_2.RDa",1,1,1
"6953","article_1_5_4_1_2.RDa",2,0,0.5
"6954","article_1_5_4_1_2.RDa",2,0.1,0.5
"6955","article_1_5_4_1_2.RDa",2,0.2,0.5
"6956","article_1_5_4_1_2.RDa",2,0.3,0.666666666666667
"6957","article_1_5_4_1_2.RDa",2,0.4,0.666666666666667
"6958","article_1_5_4_1_2.RDa",2,0.5,0.666666666666667
"6959","article_1_5_4_1_2.RDa",2,0.6,0.666666666666667
"6960","article_1_5_4_1_2.RDa",2,0.7,0.666666666666667
"6961","article_1_5_4_1_2.RDa",2,0.8,0.666666666666667
"6962","article_1_5_4_1_2.RDa",2,0.9,0.833333333333333
"6963","article_1_5_4_1_2.RDa",2,1,1
"6964","article_1_5_4_2_0.RDa",1,0,0.5
"6965","article_1_5_4_2_0.RDa",1,0.1,0.5
"6966","article_1_5_4_2_0.RDa",1,0.2,0.5
"6967","article_1_5_4_2_0.RDa",1,0.3,0.666666666666667
"6968","article_1_5_4_2_0.RDa",1,0.4,0.666666666666667
"6969","article_1_5_4_2_0.RDa",1,0.5,0.666666666666667
"6970","article_1_5_4_2_0.RDa",1,0.6,0.666666666666667
"6971","article_1_5_4_2_0.RDa",1,0.7,0.666666666666667
"6972","article_1_5_4_2_0.RDa",1,0.8,0.666666666666667
"6973","article_1_5_4_2_0.RDa",1,0.9,0.833333333333333
"6974","article_1_5_4_2_0.RDa",1,1,1
"6975","article_1_5_4_2_0.RDa",2,0,0.5
"6976","article_1_5_4_2_0.RDa",2,0.1,0.5
"6977","article_1_5_4_2_0.RDa",2,0.2,0.5
"6978","article_1_5_4_2_0.RDa",2,0.3,0.666666666666667
"6979","article_1_5_4_2_0.RDa",2,0.4,0.666666666666667
"6980","article_1_5_4_2_0.RDa",2,0.5,0.666666666666667
"6981","article_1_5_4_2_0.RDa",2,0.6,0.666666666666667
"6982","article_1_5_4_2_0.RDa",2,0.7,0.666666666666667
"6983","article_1_5_4_2_0.RDa",2,0.8,0.666666666666667
"6984","article_1_5_4_2_0.RDa",2,0.9,0.833333333333333
"6985","article_1_5_4_2_0.RDa",2,1,1
"6986","article_1_5_4_2_1.RDa",1,0,0.5
"6987","article_1_5_4_2_1.RDa",1,0.1,0.5
"6988","article_1_5_4_2_1.RDa",1,0.2,0.5
"6989","article_1_5_4_2_1.RDa",1,0.3,0.666666666666667
"6990","article_1_5_4_2_1.RDa",1,0.4,0.666666666666667
"6991","article_1_5_4_2_1.RDa",1,0.5,0.666666666666667
"6992","article_1_5_4_2_1.RDa",1,0.6,0.666666666666667
"6993","article_1_5_4_2_1.RDa",1,0.7,0.666666666666667
"6994","article_1_5_4_2_1.RDa",1,0.8,0.666666666666667
"6995","article_1_5_4_2_1.RDa",1,0.9,0.833333333333333
"6996","article_1_5_4_2_1.RDa",1,1,1
"6997","article_1_5_4_2_1.RDa",2,0,0.5
"6998","article_1_5_4_2_1.RDa",2,0.1,0.5
"6999","article_1_5_4_2_1.RDa",2,0.2,0.5
"7000","article_1_5_4_2_1.RDa",2,0.3,0.666666666666667
"7001","article_1_5_4_2_1.RDa",2,0.4,0.666666666666667
"7002","article_1_5_4_2_1.RDa",2,0.5,0.666666666666667
"7003","article_1_5_4_2_1.RDa",2,0.6,0.666666666666667
"7004","article_1_5_4_2_1.RDa",2,0.7,0.666666666666667
"7005","article_1_5_4_2_1.RDa",2,0.8,0.666666666666667
"7006","article_1_5_4_2_1.RDa",2,0.9,0.833333333333333
"7007","article_1_5_4_2_1.RDa",2,1,1
"7008","article_1_5_4_2_2.RDa",1,0,0.5
"7009","article_1_5_4_2_2.RDa",1,0.1,0.5
"7010","article_1_5_4_2_2.RDa",1,0.2,0.5
"7011","article_1_5_4_2_2.RDa",1,0.3,0.666666666666667
"7012","article_1_5_4_2_2.RDa",1,0.4,0.666666666666667
"7013","article_1_5_4_2_2.RDa",1,0.5,0.666666666666667
"7014","article_1_5_4_2_2.RDa",1,0.6,0.666666666666667
"7015","article_1_5_4_2_2.RDa",1,0.7,0.666666666666667
"7016","article_1_5_4_2_2.RDa",1,0.8,0.666666666666667
"7017","article_1_5_4_2_2.RDa",1,0.9,0.833333333333333
"7018","article_1_5_4_2_2.RDa",1,1,1
"7019","article_1_5_4_2_2.RDa",2,0,0.5
"7020","article_1_5_4_2_2.RDa",2,0.1,0.5
"7021","article_1_5_4_2_2.RDa",2,0.2,0.5
"7022","article_1_5_4_2_2.RDa",2,0.3,0.666666666666667
"7023","article_1_5_4_2_2.RDa",2,0.4,0.666666666666667
"7024","article_1_5_4_2_2.RDa",2,0.5,0.666666666666667
"7025","article_1_5_4_2_2.RDa",2,0.6,0.666666666666667
"7026","article_1_5_4_2_2.RDa",2,0.7,0.666666666666667
"7027","article_1_5_4_2_2.RDa",2,0.8,0.666666666666667
"7028","article_1_5_4_2_2.RDa",2,0.9,0.833333333333333
"7029","article_1_5_4_2_2.RDa",2,1,1
"7030","article_2_0_0_0_0.RDa",NA,NA,NA
"7031","article_2_0_0_0_1.RDa",NA,NA,NA
"7032","article_2_0_0_0_2.RDa",NA,NA,NA
"7033","article_2_0_0_1_0.RDa",NA,NA,NA
"7034","article_2_0_0_1_1.RDa",NA,NA,NA
"7035","article_2_0_0_1_2.RDa",NA,NA,NA
"7036","article_2_0_0_2_0.RDa",NA,NA,NA
"7037","article_2_0_0_2_1.RDa",NA,NA,NA
"7038","article_2_0_0_2_2.RDa",NA,NA,NA
"7039","article_2_0_1_0_0.RDa",NA,NA,NA
"7040","article_2_0_1_0_1.RDa",NA,NA,NA
"7041","article_2_0_1_0_2.RDa",NA,NA,NA
"7042","article_2_0_1_1_0.RDa",NA,NA,NA
"7043","article_2_0_1_1_1.RDa",NA,NA,NA
"7044","article_2_0_1_1_2.RDa",NA,NA,NA
"7045","article_2_0_1_2_0.RDa",NA,NA,NA
"7046","article_2_0_1_2_1.RDa",NA,NA,NA
"7047","article_2_0_1_2_2.RDa",NA,NA,NA
"7048","article_2_0_2_0_0.RDa",NA,NA,NA
"7049","article_2_0_2_0_1.RDa",NA,NA,NA
"7050","article_2_0_2_0_2.RDa",NA,NA,NA
"7051","article_2_0_2_1_0.RDa",NA,NA,NA
"7052","article_2_0_2_1_1.RDa",NA,NA,NA
"7053","article_2_0_2_1_2.RDa",NA,NA,NA
"7054","article_2_0_2_2_0.RDa",NA,NA,NA
"7055","article_2_0_2_2_1.RDa",NA,NA,NA
"7056","article_2_0_2_2_2.RDa",NA,NA,NA
"7057","article_2_0_3_0_0.RDa",NA,NA,NA
"7058","article_2_0_3_0_1.RDa",NA,NA,NA
"7059","article_2_0_3_0_2.RDa",NA,NA,NA
"7060","article_2_0_3_1_0.RDa",NA,NA,NA
"7061","article_2_0_3_1_1.RDa",NA,NA,NA
"7062","article_2_0_3_1_2.RDa",NA,NA,NA
"7063","article_2_0_3_2_0.RDa",NA,NA,NA
"7064","article_2_0_3_2_1.RDa",NA,NA,NA
"7065","article_2_0_3_2_2.RDa",NA,NA,NA
"7066","article_2_0_4_0_0.RDa",NA,NA,NA
"7067","article_2_0_4_0_1.RDa",NA,NA,NA
"7068","article_2_0_4_0_2.RDa",NA,NA,NA
"7069","article_2_0_4_1_0.RDa",NA,NA,NA
"7070","article_2_0_4_1_1.RDa",NA,NA,NA
"7071","article_2_0_4_1_2.RDa",NA,NA,NA
"7072","article_2_0_4_2_0.RDa",NA,NA,NA
"7073","article_2_0_4_2_1.RDa",NA,NA,NA
"7074","article_2_0_4_2_2.RDa",NA,NA,NA
"7075","article_2_1_0_0_0.RDa",NA,NA,NA
"7076","article_2_1_0_0_1.RDa",NA,NA,NA
"7077","article_2_1_0_0_2.RDa",NA,NA,NA
"7078","article_2_1_0_1_0.RDa",NA,NA,NA
"7079","article_2_1_0_1_1.RDa",NA,NA,NA
"7080","article_2_1_0_1_2.RDa",NA,NA,NA
"7081","article_2_1_0_2_0.RDa",NA,NA,NA
"7082","article_2_1_0_2_1.RDa",NA,NA,NA
"7083","article_2_1_0_2_2.RDa",NA,NA,NA
"7084","article_2_1_1_0_0.RDa",NA,NA,NA
"7085","article_2_1_1_0_1.RDa",NA,NA,NA
"7086","article_2_1_1_0_2.RDa",NA,NA,NA
"7087","article_2_1_1_1_0.RDa",NA,NA,NA
"7088","article_2_1_1_1_1.RDa",NA,NA,NA
"7089","article_2_1_1_1_2.RDa",NA,NA,NA
"7090","article_2_1_1_2_0.RDa",NA,NA,NA
"7091","article_2_1_1_2_1.RDa",NA,NA,NA
"7092","article_2_1_1_2_2.RDa",NA,NA,NA
"7093","article_2_1_2_0_0.RDa",NA,NA,NA
"7094","article_2_1_2_0_1.RDa",NA,NA,NA
"7095","article_2_1_2_0_2.RDa",NA,NA,NA
"7096","article_2_1_2_1_0.RDa",NA,NA,NA
"7097","article_2_1_2_1_1.RDa",NA,NA,NA
"7098","article_2_1_2_1_2.RDa",NA,NA,NA
"7099","article_2_1_2_2_0.RDa",NA,NA,NA
"7100","article_2_1_2_2_1.RDa",NA,NA,NA
"7101","article_2_1_2_2_2.RDa",NA,NA,NA
"7102","article_2_1_3_0_0.RDa",NA,NA,NA
"7103","article_2_1_3_0_1.RDa",NA,NA,NA
"7104","article_2_1_3_0_2.RDa",NA,NA,NA
"7105","article_2_1_3_1_0.RDa",NA,NA,NA
"7106","article_2_1_3_1_1.RDa",NA,NA,NA
"7107","article_2_1_3_1_2.RDa",NA,NA,NA
"7108","article_2_1_3_2_0.RDa",NA,NA,NA
"7109","article_2_1_3_2_1.RDa",NA,NA,NA
"7110","article_2_1_3_2_2.RDa",NA,NA,NA
"7111","article_2_1_4_0_0.RDa",1,0,0.75
"7112","article_2_1_4_0_0.RDa",1,0.1,0.75
"7113","article_2_1_4_0_0.RDa",1,0.2,0.75
"7114","article_2_1_4_0_0.RDa",1,0.3,0.75
"7115","article_2_1_4_0_0.RDa",1,0.4,0.75
"7116","article_2_1_4_0_0.RDa",1,0.5,0.75
"7117","article_2_1_4_0_0.RDa",1,0.6,1
"7118","article_2_1_4_0_0.RDa",1,0.7,1
"7119","article_2_1_4_0_0.RDa",1,0.8,1
"7120","article_2_1_4_0_0.RDa",1,0.9,1
"7121","article_2_1_4_0_0.RDa",1,1,1
"7122","article_2_1_4_0_0.RDa",2,0,0.75
"7123","article_2_1_4_0_0.RDa",2,0.1,0.75
"7124","article_2_1_4_0_0.RDa",2,0.2,0.75
"7125","article_2_1_4_0_0.RDa",2,0.3,0.75
"7126","article_2_1_4_0_0.RDa",2,0.4,0.75
"7127","article_2_1_4_0_0.RDa",2,0.5,0.75
"7128","article_2_1_4_0_0.RDa",2,0.6,1
"7129","article_2_1_4_0_0.RDa",2,0.7,1
"7130","article_2_1_4_0_0.RDa",2,0.8,1
"7131","article_2_1_4_0_0.RDa",2,0.9,1
"7132","article_2_1_4_0_0.RDa",2,1,1
"7133","article_2_1_4_0_1.RDa",1,0,0.75
"7134","article_2_1_4_0_1.RDa",1,0.1,0.75
"7135","article_2_1_4_0_1.RDa",1,0.2,0.75
"7136","article_2_1_4_0_1.RDa",1,0.3,0.75
"7137","article_2_1_4_0_1.RDa",1,0.4,0.75
"7138","article_2_1_4_0_1.RDa",1,0.5,0.75
"7139","article_2_1_4_0_1.RDa",1,0.6,1
"7140","article_2_1_4_0_1.RDa",1,0.7,1
"7141","article_2_1_4_0_1.RDa",1,0.8,1
"7142","article_2_1_4_0_1.RDa",1,0.9,1
"7143","article_2_1_4_0_1.RDa",1,1,1
"7144","article_2_1_4_0_1.RDa",2,0,0.75
"7145","article_2_1_4_0_1.RDa",2,0.1,0.75
"7146","article_2_1_4_0_1.RDa",2,0.2,0.75
"7147","article_2_1_4_0_1.RDa",2,0.3,0.75
"7148","article_2_1_4_0_1.RDa",2,0.4,0.75
"7149","article_2_1_4_0_1.RDa",2,0.5,0.75
"7150","article_2_1_4_0_1.RDa",2,0.6,1
"7151","article_2_1_4_0_1.RDa",2,0.7,1
"7152","article_2_1_4_0_1.RDa",2,0.8,1
"7153","article_2_1_4_0_1.RDa",2,0.9,1
"7154","article_2_1_4_0_1.RDa",2,1,1
"7155","article_2_1_4_0_2.RDa",1,0,0.75
"7156","article_2_1_4_0_2.RDa",1,0.1,0.75
"7157","article_2_1_4_0_2.RDa",1,0.2,0.75
"7158","article_2_1_4_0_2.RDa",1,0.3,0.75
"7159","article_2_1_4_0_2.RDa",1,0.4,0.75
"7160","article_2_1_4_0_2.RDa",1,0.5,0.75
"7161","article_2_1_4_0_2.RDa",1,0.6,1
"7162","article_2_1_4_0_2.RDa",1,0.7,1
"7163","article_2_1_4_0_2.RDa",1,0.8,1
"7164","article_2_1_4_0_2.RDa",1,0.9,1
"7165","article_2_1_4_0_2.RDa",1,1,1
"7166","article_2_1_4_0_2.RDa",2,0,0.75
"7167","article_2_1_4_0_2.RDa",2,0.1,0.75
"7168","article_2_1_4_0_2.RDa",2,0.2,0.75
"7169","article_2_1_4_0_2.RDa",2,0.3,0.75
"7170","article_2_1_4_0_2.RDa",2,0.4,0.75
"7171","article_2_1_4_0_2.RDa",2,0.5,0.75
"7172","article_2_1_4_0_2.RDa",2,0.6,1
"7173","article_2_1_4_0_2.RDa",2,0.7,1
"7174","article_2_1_4_0_2.RDa",2,0.8,1
"7175","article_2_1_4_0_2.RDa",2,0.9,1
"7176","article_2_1_4_0_2.RDa",2,1,1
"7177","article_2_1_4_1_0.RDa",1,0,0.75
"7178","article_2_1_4_1_0.RDa",1,0.1,0.75
"7179","article_2_1_4_1_0.RDa",1,0.2,0.75
"7180","article_2_1_4_1_0.RDa",1,0.3,0.75
