"","filenames","species_tree","t","nltt"
"2353","article_1_0_1_0_2.RDa",2,0.2,0.0314465408805031
"2354","article_1_0_1_0_2.RDa",2,0.3,0.0377358490566038
"2355","article_1_0_1_0_2.RDa",2,0.4,0.0440251572327044
"2356","article_1_0_1_0_2.RDa",2,0.5,0.050314465408805
"2357","article_1_0_1_0_2.RDa",2,0.6,0.0566037735849057
"2358","article_1_0_1_0_2.RDa",2,0.7,0.0628930817610063
"2359","article_1_0_1_0_2.RDa",2,0.8,0.0691823899371069
"2360","article_1_0_1_0_2.RDa",2,0.9,0.0754716981132075
"2361","article_1_0_1_0_2.RDa",2,1,0.0817610062893082
"2362","article_1_0_1_1_0.RDa",NA,NA,NA
"2363","article_1_0_1_1_1.RDa",NA,NA,NA
"2364","article_1_0_1_1_2.RDa",1,0,0.0188679245283019
"2365","article_1_0_1_1_2.RDa",1,0.1,0.0251572327044025
"2366","article_1_0_1_1_2.RDa",1,0.2,0.0314465408805031
"2367","article_1_0_1_1_2.RDa",1,0.3,0.0377358490566038
"2368","article_1_0_1_1_2.RDa",1,0.4,0.0440251572327044
"2369","article_1_0_1_1_2.RDa",1,0.5,0.050314465408805
"2370","article_1_0_1_1_2.RDa",1,0.6,0.0566037735849057
"2371","article_1_0_1_1_2.RDa",1,0.7,0.0628930817610063
"2372","article_1_0_1_1_2.RDa",1,0.8,0.0691823899371069
"2373","article_1_0_1_1_2.RDa",1,0.9,0.0754716981132075
"2374","article_1_0_1_1_2.RDa",1,1,0.0817610062893082
"2375","article_1_0_1_1_2.RDa",2,0,0.0188679245283019
"2376","article_1_0_1_1_2.RDa",2,0.1,0.0251572327044025
"2377","article_1_0_1_1_2.RDa",2,0.2,0.0314465408805031
"2378","article_1_0_1_1_2.RDa",2,0.3,0.0377358490566038
"2379","article_1_0_1_1_2.RDa",2,0.4,0.0440251572327044
"2380","article_1_0_1_1_2.RDa",2,0.5,0.050314465408805
"2381","article_1_0_1_1_2.RDa",2,0.6,0.0566037735849057
"2382","article_1_0_1_1_2.RDa",2,0.7,0.0628930817610063
"2383","article_1_0_1_1_2.RDa",2,0.8,0.0691823899371069
"2384","article_1_0_1_1_2.RDa",2,0.9,0.0754716981132075
"2385","article_1_0_1_1_2.RDa",2,1,0.0817610062893082
"2386","article_1_0_1_2_0.RDa",NA,NA,NA
"2387","article_1_0_1_2_1.RDa",NA,NA,NA
"2388","article_1_0_1_2_2.RDa",NA,NA,NA
"2389","article_1_0_2_0_0.RDa",1,0,0.0625
"2390","article_1_0_2_0_0.RDa",1,0.1,0.0833333333333333
"2391","article_1_0_2_0_0.RDa",1,0.2,0.104166666666667
"2392","article_1_0_2_0_0.RDa",1,0.3,0.125
"2393","article_1_0_2_0_0.RDa",1,0.4,0.145833333333333
"2394","article_1_0_2_0_0.RDa",1,0.5,0.166666666666667
"2395","article_1_0_2_0_0.RDa",1,0.6,0.1875
"2396","article_1_0_2_0_0.RDa",1,0.7,0.208333333333333
"2397","article_1_0_2_0_0.RDa",1,0.8,0.229166666666667
"2398","article_1_0_2_0_0.RDa",1,0.9,0.25
"2399","article_1_0_2_0_0.RDa",1,1,0.270833333333333
"2400","article_1_0_2_0_0.RDa",2,0,0.0625
"2401","article_1_0_2_0_0.RDa",2,0.1,0.0833333333333333
"2402","article_1_0_2_0_0.RDa",2,0.2,0.104166666666667
"2403","article_1_0_2_0_0.RDa",2,0.3,0.125
"2404","article_1_0_2_0_0.RDa",2,0.4,0.145833333333333
"2405","article_1_0_2_0_0.RDa",2,0.5,0.166666666666667
"2406","article_1_0_2_0_0.RDa",2,0.6,0.1875
"2407","article_1_0_2_0_0.RDa",2,0.7,0.208333333333333
"2408","article_1_0_2_0_0.RDa",2,0.8,0.229166666666667
"2409","article_1_0_2_0_0.RDa",2,0.9,0.25
"2410","article_1_0_2_0_0.RDa",2,1,0.270833333333333
"2411","article_1_0_2_0_1.RDa",1,0,0.0625
"2412","article_1_0_2_0_1.RDa",1,0.1,0.0833333333333333
"2413","article_1_0_2_0_1.RDa",1,0.2,0.104166666666667
"2414","article_1_0_2_0_1.RDa",1,0.3,0.125
"2415","article_1_0_2_0_1.RDa",1,0.4,0.145833333333333
"2416","article_1_0_2_0_1.RDa",1,0.5,0.166666666666667
"2417","article_1_0_2_0_1.RDa",1,0.6,0.1875
"2418","article_1_0_2_0_1.RDa",1,0.7,0.208333333333333
"2419","article_1_0_2_0_1.RDa",1,0.8,0.229166666666667
"2420","article_1_0_2_0_1.RDa",1,0.9,0.25
"2421","article_1_0_2_0_1.RDa",1,1,0.270833333333333
"2422","article_1_0_2_0_1.RDa",2,0,0.0625
"2423","article_1_0_2_0_1.RDa",2,0.1,0.0833333333333333
"2424","article_1_0_2_0_1.RDa",2,0.2,0.104166666666667
"2425","article_1_0_2_0_1.RDa",2,0.3,0.125
"2426","article_1_0_2_0_1.RDa",2,0.4,0.145833333333333
"2427","article_1_0_2_0_1.RDa",2,0.5,0.166666666666667
"2428","article_1_0_2_0_1.RDa",2,0.6,0.1875
"2429","article_1_0_2_0_1.RDa",2,0.7,0.208333333333333
"2430","article_1_0_2_0_1.RDa",2,0.8,0.229166666666667
"2431","article_1_0_2_0_1.RDa",2,0.9,0.25
"2432","article_1_0_2_0_1.RDa",2,1,0.270833333333333
"2433","article_1_0_2_0_2.RDa",NA,NA,NA
"2434","article_1_0_2_1_0.RDa",1,0,0.0625
"2435","article_1_0_2_1_0.RDa",1,0.1,0.0833333333333333
"2436","article_1_0_2_1_0.RDa",1,0.2,0.104166666666667
"2437","article_1_0_2_1_0.RDa",1,0.3,0.125
"2438","article_1_0_2_1_0.RDa",1,0.4,0.145833333333333
"2439","article_1_0_2_1_0.RDa",1,0.5,0.166666666666667
"2440","article_1_0_2_1_0.RDa",1,0.6,0.1875
"2441","article_1_0_2_1_0.RDa",1,0.7,0.208333333333333
"2442","article_1_0_2_1_0.RDa",1,0.8,0.229166666666667
"2443","article_1_0_2_1_0.RDa",1,0.9,0.25
"2444","article_1_0_2_1_0.RDa",1,1,0.270833333333333
"2445","article_1_0_2_1_0.RDa",2,0,0.0625
"2446","article_1_0_2_1_0.RDa",2,0.1,0.0833333333333333
"2447","article_1_0_2_1_0.RDa",2,0.2,0.104166666666667
"2448","article_1_0_2_1_0.RDa",2,0.3,0.125
"2449","article_1_0_2_1_0.RDa",2,0.4,0.145833333333333
"2450","article_1_0_2_1_0.RDa",2,0.5,0.166666666666667
"2451","article_1_0_2_1_0.RDa",2,0.6,0.1875
"2452","article_1_0_2_1_0.RDa",2,0.7,0.208333333333333
"2453","article_1_0_2_1_0.RDa",2,0.8,0.229166666666667
"2454","article_1_0_2_1_0.RDa",2,0.9,0.25
"2455","article_1_0_2_1_0.RDa",2,1,0.270833333333333
"2456","article_1_0_2_1_1.RDa",1,0,0.0625
"2457","article_1_0_2_1_1.RDa",1,0.1,0.0833333333333333
"2458","article_1_0_2_1_1.RDa",1,0.2,0.104166666666667
"2459","article_1_0_2_1_1.RDa",1,0.3,0.125
"2460","article_1_0_2_1_1.RDa",1,0.4,0.145833333333333
"2461","article_1_0_2_1_1.RDa",1,0.5,0.166666666666667
"2462","article_1_0_2_1_1.RDa",1,0.6,0.1875
"2463","article_1_0_2_1_1.RDa",1,0.7,0.208333333333333
"2464","article_1_0_2_1_1.RDa",1,0.8,0.229166666666667
"2465","article_1_0_2_1_1.RDa",1,0.9,0.25
"2466","article_1_0_2_1_1.RDa",1,1,0.270833333333333
"2467","article_1_0_2_1_1.RDa",2,0,0.0625
"2468","article_1_0_2_1_1.RDa",2,0.1,0.0833333333333333
"2469","article_1_0_2_1_1.RDa",2,0.2,0.104166666666667
"2470","article_1_0_2_1_1.RDa",2,0.3,0.125
"2471","article_1_0_2_1_1.RDa",2,0.4,0.145833333333333
"2472","article_1_0_2_1_1.RDa",2,0.5,0.166666666666667
"2473","article_1_0_2_1_1.RDa",2,0.6,0.1875
"2474","article_1_0_2_1_1.RDa",2,0.7,0.208333333333333
"2475","article_1_0_2_1_1.RDa",2,0.8,0.229166666666667
"2476","article_1_0_2_1_1.RDa",2,0.9,0.25
"2477","article_1_0_2_1_1.RDa",2,1,0.270833333333333
"2478","article_1_0_2_1_2.RDa",1,0,0.0625
"2479","article_1_0_2_1_2.RDa",1,0.1,0.0833333333333333
"2480","article_1_0_2_1_2.RDa",1,0.2,0.104166666666667
"2481","article_1_0_2_1_2.RDa",1,0.3,0.125
"2482","article_1_0_2_1_2.RDa",1,0.4,0.145833333333333
"2483","article_1_0_2_1_2.RDa",1,0.5,0.166666666666667
"2484","article_1_0_2_1_2.RDa",1,0.6,0.1875
"2485","article_1_0_2_1_2.RDa",1,0.7,0.208333333333333
"2486","article_1_0_2_1_2.RDa",1,0.8,0.229166666666667
"2487","article_1_0_2_1_2.RDa",1,0.9,0.25
"2488","article_1_0_2_1_2.RDa",1,1,0.270833333333333
"2489","article_1_0_2_1_2.RDa",2,0,0.0625
"2490","article_1_0_2_1_2.RDa",2,0.1,0.0833333333333333
"2491","article_1_0_2_1_2.RDa",2,0.2,0.104166666666667
"2492","article_1_0_2_1_2.RDa",2,0.3,0.125
"2493","article_1_0_2_1_2.RDa",2,0.4,0.145833333333333
"2494","article_1_0_2_1_2.RDa",2,0.5,0.166666666666667
"2495","article_1_0_2_1_2.RDa",2,0.6,0.1875
"2496","article_1_0_2_1_2.RDa",2,0.7,0.208333333333333
"2497","article_1_0_2_1_2.RDa",2,0.8,0.229166666666667
"2498","article_1_0_2_1_2.RDa",2,0.9,0.25
"2499","article_1_0_2_1_2.RDa",2,1,0.270833333333333
"2500","article_1_0_2_2_0.RDa",1,0,0.0625
"2501","article_1_0_2_2_0.RDa",1,0.1,0.0833333333333333
"2502","article_1_0_2_2_0.RDa",1,0.2,0.104166666666667
"2503","article_1_0_2_2_0.RDa",1,0.3,0.125
"2504","article_1_0_2_2_0.RDa",1,0.4,0.145833333333333
"2505","article_1_0_2_2_0.RDa",1,0.5,0.166666666666667
"2506","article_1_0_2_2_0.RDa",1,0.6,0.1875
"2507","article_1_0_2_2_0.RDa",1,0.7,0.208333333333333
"2508","article_1_0_2_2_0.RDa",1,0.8,0.229166666666667
"2509","article_1_0_2_2_0.RDa",1,0.9,0.25
"2510","article_1_0_2_2_0.RDa",1,1,0.270833333333333
"2511","article_1_0_2_2_0.RDa",2,0,0.0625
"2512","article_1_0_2_2_0.RDa",2,0.1,0.0833333333333333
"2513","article_1_0_2_2_0.RDa",2,0.2,0.104166666666667
"2514","article_1_0_2_2_0.RDa",2,0.3,0.125
"2515","article_1_0_2_2_0.RDa",2,0.4,0.145833333333333
"2516","article_1_0_2_2_0.RDa",2,0.5,0.166666666666667
"2517","article_1_0_2_2_0.RDa",2,0.6,0.1875
"2518","article_1_0_2_2_0.RDa",2,0.7,0.208333333333333
"2519","article_1_0_2_2_0.RDa",2,0.8,0.229166666666667
"2520","article_1_0_2_2_0.RDa",2,0.9,0.25
"2521","article_1_0_2_2_0.RDa",2,1,0.270833333333333
"2522","article_1_0_2_2_1.RDa",1,0,0.0625
"2523","article_1_0_2_2_1.RDa",1,0.1,0.0833333333333333
"2524","article_1_0_2_2_1.RDa",1,0.2,0.104166666666667
"2525","article_1_0_2_2_1.RDa",1,0.3,0.125
"2526","article_1_0_2_2_1.RDa",1,0.4,0.145833333333333
"2527","article_1_0_2_2_1.RDa",1,0.5,0.166666666666667
"2528","article_1_0_2_2_1.RDa",1,0.6,0.1875
"2529","article_1_0_2_2_1.RDa",1,0.7,0.208333333333333
"2530","article_1_0_2_2_1.RDa",1,0.8,0.229166666666667
"2531","article_1_0_2_2_1.RDa",1,0.9,0.25
"2532","article_1_0_2_2_1.RDa",1,1,0.270833333333333
"2533","article_1_0_2_2_1.RDa",2,0,0.0625
"2534","article_1_0_2_2_1.RDa",2,0.1,0.0833333333333333
"2535","article_1_0_2_2_1.RDa",2,0.2,0.104166666666667
"2536","article_1_0_2_2_1.RDa",2,0.3,0.125
"2537","article_1_0_2_2_1.RDa",2,0.4,0.145833333333333
"2538","article_1_0_2_2_1.RDa",2,0.5,0.166666666666667
"2539","article_1_0_2_2_1.RDa",2,0.6,0.1875
"2540","article_1_0_2_2_1.RDa",2,0.7,0.208333333333333
"2541","article_1_0_2_2_1.RDa",2,0.8,0.229166666666667
"2542","article_1_0_2_2_1.RDa",2,0.9,0.25
"2543","article_1_0_2_2_1.RDa",2,1,0.270833333333333
"2544","article_1_0_2_2_2.RDa",1,0,0.0625
"2545","article_1_0_2_2_2.RDa",1,0.1,0.0833333333333333
"2546","article_1_0_2_2_2.RDa",1,0.2,0.104166666666667
"2547","article_1_0_2_2_2.RDa",1,0.3,0.125
"2548","article_1_0_2_2_2.RDa",1,0.4,0.145833333333333
"2549","article_1_0_2_2_2.RDa",1,0.5,0.166666666666667
"2550","article_1_0_2_2_2.RDa",1,0.6,0.1875
"2551","article_1_0_2_2_2.RDa",1,0.7,0.208333333333333
"2552","article_1_0_2_2_2.RDa",1,0.8,0.229166666666667
"2553","article_1_0_2_2_2.RDa",1,0.9,0.25
"2554","article_1_0_2_2_2.RDa",1,1,0.270833333333333
"2555","article_1_0_2_2_2.RDa",2,0,0.0625
"2556","article_1_0_2_2_2.RDa",2,0.1,0.0833333333333333
"2557","article_1_0_2_2_2.RDa",2,0.2,0.104166666666667
"2558","article_1_0_2_2_2.RDa",2,0.3,0.125
"2559","article_1_0_2_2_2.RDa",2,0.4,0.145833333333333
"2560","article_1_0_2_2_2.RDa",2,0.5,0.166666666666667
"2561","article_1_0_2_2_2.RDa",2,0.6,0.1875
"2562","article_1_0_2_2_2.RDa",2,0.7,0.208333333333333
"2563","article_1_0_2_2_2.RDa",2,0.8,0.229166666666667
"2564","article_1_0_2_2_2.RDa",2,0.9,0.25
"2565","article_1_0_2_2_2.RDa",2,1,0.270833333333333
"2566","article_1_0_3_0_0.RDa",1,0,0.15
"2567","article_1_0_3_0_0.RDa",1,0.1,0.15
"2568","article_1_0_3_0_0.RDa",1,0.2,0.2
"2569","article_1_0_3_0_0.RDa",1,0.3,0.2
"2570","article_1_0_3_0_0.RDa",1,0.4,0.25
"2571","article_1_0_3_0_0.RDa",1,0.5,0.3
"2572","article_1_0_3_0_0.RDa",1,0.6,0.35
"2573","article_1_0_3_0_0.RDa",1,0.7,0.4
"2574","article_1_0_3_0_0.RDa",1,0.8,0.45
"2575","article_1_0_3_0_0.RDa",1,0.9,0.5
"2576","article_1_0_3_0_0.RDa",1,1,0.55
"2577","article_1_0_3_0_0.RDa",2,0,0.15
"2578","article_1_0_3_0_0.RDa",2,0.1,0.15
"2579","article_1_0_3_0_0.RDa",2,0.2,0.2
"2580","article_1_0_3_0_0.RDa",2,0.3,0.2
"2581","article_1_0_3_0_0.RDa",2,0.4,0.25
"2582","article_1_0_3_0_0.RDa",2,0.5,0.3
"2583","article_1_0_3_0_0.RDa",2,0.6,0.35
"2584","article_1_0_3_0_0.RDa",2,0.7,0.4
"2585","article_1_0_3_0_0.RDa",2,0.8,0.45
"2586","article_1_0_3_0_0.RDa",2,0.9,0.5
"2587","article_1_0_3_0_0.RDa",2,1,0.55
"2588","article_1_0_3_0_1.RDa",1,0,0.15
"2589","article_1_0_3_0_1.RDa",1,0.1,0.15
"2590","article_1_0_3_0_1.RDa",1,0.2,0.2
"2591","article_1_0_3_0_1.RDa",1,0.3,0.2
"2592","article_1_0_3_0_1.RDa",1,0.4,0.25
"2593","article_1_0_3_0_1.RDa",1,0.5,0.3
"2594","article_1_0_3_0_1.RDa",1,0.6,0.35
"2595","article_1_0_3_0_1.RDa",1,0.7,0.4
"2596","article_1_0_3_0_1.RDa",1,0.8,0.45
"2597","article_1_0_3_0_1.RDa",1,0.9,0.5
"2598","article_1_0_3_0_1.RDa",1,1,0.55
"2599","article_1_0_3_0_1.RDa",2,0,0.15
"2600","article_1_0_3_0_1.RDa",2,0.1,0.15
"2601","article_1_0_3_0_1.RDa",2,0.2,0.2
"2602","article_1_0_3_0_1.RDa",2,0.3,0.2
"2603","article_1_0_3_0_1.RDa",2,0.4,0.25
"2604","article_1_0_3_0_1.RDa",2,0.5,0.3
"2605","article_1_0_3_0_1.RDa",2,0.6,0.35
"2606","article_1_0_3_0_1.RDa",2,0.7,0.4
"2607","article_1_0_3_0_1.RDa",2,0.8,0.45
"2608","article_1_0_3_0_1.RDa",2,0.9,0.5
"2609","article_1_0_3_0_1.RDa",2,1,0.55
"2610","article_1_0_3_0_2.RDa",1,0,0.15
"2611","article_1_0_3_0_2.RDa",1,0.1,0.15
"2612","article_1_0_3_0_2.RDa",1,0.2,0.2
"2613","article_1_0_3_0_2.RDa",1,0.3,0.2
"2614","article_1_0_3_0_2.RDa",1,0.4,0.25
"2615","article_1_0_3_0_2.RDa",1,0.5,0.3
"2616","article_1_0_3_0_2.RDa",1,0.6,0.35
"2617","article_1_0_3_0_2.RDa",1,0.7,0.4
"2618","article_1_0_3_0_2.RDa",1,0.8,0.45
"2619","article_1_0_3_0_2.RDa",1,0.9,0.5
"2620","article_1_0_3_0_2.RDa",1,1,0.55
"2621","article_1_0_3_0_2.RDa",2,0,0.15
"2622","article_1_0_3_0_2.RDa",2,0.1,0.15
"2623","article_1_0_3_0_2.RDa",2,0.2,0.2
"2624","article_1_0_3_0_2.RDa",2,0.3,0.2
"2625","article_1_0_3_0_2.RDa",2,0.4,0.25
"2626","article_1_0_3_0_2.RDa",2,0.5,0.3
"2627","article_1_0_3_0_2.RDa",2,0.6,0.35
"2628","article_1_0_3_0_2.RDa",2,0.7,0.4
"2629","article_1_0_3_0_2.RDa",2,0.8,0.45
"2630","article_1_0_3_0_2.RDa",2,0.9,0.5
"2631","article_1_0_3_0_2.RDa",2,1,0.55
"2632","article_1_0_3_1_0.RDa",1,0,0.15
"2633","article_1_0_3_1_0.RDa",1,0.1,0.15
"2634","article_1_0_3_1_0.RDa",1,0.2,0.2
"2635","article_1_0_3_1_0.RDa",1,0.3,0.2
"2636","article_1_0_3_1_0.RDa",1,0.4,0.25
"2637","article_1_0_3_1_0.RDa",1,0.5,0.3
"2638","article_1_0_3_1_0.RDa",1,0.6,0.35
"2639","article_1_0_3_1_0.RDa",1,0.7,0.4
"2640","article_1_0_3_1_0.RDa",1,0.8,0.45
"2641","article_1_0_3_1_0.RDa",1,0.9,0.5
"2642","article_1_0_3_1_0.RDa",1,1,0.55
"2643","article_1_0_3_1_0.RDa",2,0,0.15
"2644","article_1_0_3_1_0.RDa",2,0.1,0.15
"2645","article_1_0_3_1_0.RDa",2,0.2,0.2
"2646","article_1_0_3_1_0.RDa",2,0.3,0.2
"2647","article_1_0_3_1_0.RDa",2,0.4,0.25
"2648","article_1_0_3_1_0.RDa",2,0.5,0.3
"2649","article_1_0_3_1_0.RDa",2,0.6,0.35
"2650","article_1_0_3_1_0.RDa",2,0.7,0.4
"2651","article_1_0_3_1_0.RDa",2,0.8,0.45
"2652","article_1_0_3_1_0.RDa",2,0.9,0.5
"2653","article_1_0_3_1_0.RDa",2,1,0.55
"2654","article_1_0_3_1_1.RDa",1,0,0.15
"2655","article_1_0_3_1_1.RDa",1,0.1,0.15
"2656","article_1_0_3_1_1.RDa",1,0.2,0.2
"2657","article_1_0_3_1_1.RDa",1,0.3,0.2
"2658","article_1_0_3_1_1.RDa",1,0.4,0.25
"2659","article_1_0_3_1_1.RDa",1,0.5,0.3
"2660","article_1_0_3_1_1.RDa",1,0.6,0.35
"2661","article_1_0_3_1_1.RDa",1,0.7,0.4
"2662","article_1_0_3_1_1.RDa",1,0.8,0.45
"2663","article_1_0_3_1_1.RDa",1,0.9,0.5
"2664","article_1_0_3_1_1.RDa",1,1,0.55
"2665","article_1_0_3_1_1.RDa",2,0,0.15
"2666","article_1_0_3_1_1.RDa",2,0.1,0.15
"2667","article_1_0_3_1_1.RDa",2,0.2,0.2
"2668","article_1_0_3_1_1.RDa",2,0.3,0.2
"2669","article_1_0_3_1_1.RDa",2,0.4,0.25
"2670","article_1_0_3_1_1.RDa",2,0.5,0.3
"2671","article_1_0_3_1_1.RDa",2,0.6,0.35
"2672","article_1_0_3_1_1.RDa",2,0.7,0.4
"2673","article_1_0_3_1_1.RDa",2,0.8,0.45
"2674","article_1_0_3_1_1.RDa",2,0.9,0.5
"2675","article_1_0_3_1_1.RDa",2,1,0.55
"2676","article_1_0_3_1_2.RDa",1,0,0.15
"2677","article_1_0_3_1_2.RDa",1,0.1,0.15
"2678","article_1_0_3_1_2.RDa",1,0.2,0.2
"2679","article_1_0_3_1_2.RDa",1,0.3,0.2
"2680","article_1_0_3_1_2.RDa",1,0.4,0.25
"2681","article_1_0_3_1_2.RDa",1,0.5,0.3
"2682","article_1_0_3_1_2.RDa",1,0.6,0.35
"2683","article_1_0_3_1_2.RDa",1,0.7,0.4
"2684","article_1_0_3_1_2.RDa",1,0.8,0.45
"2685","article_1_0_3_1_2.RDa",1,0.9,0.5
"2686","article_1_0_3_1_2.RDa",1,1,0.55
"2687","article_1_0_3_1_2.RDa",2,0,0.15
"2688","article_1_0_3_1_2.RDa",2,0.1,0.15
"2689","article_1_0_3_1_2.RDa",2,0.2,0.2
"2690","article_1_0_3_1_2.RDa",2,0.3,0.2
"2691","article_1_0_3_1_2.RDa",2,0.4,0.25
"2692","article_1_0_3_1_2.RDa",2,0.5,0.3
"2693","article_1_0_3_1_2.RDa",2,0.6,0.35
"2694","article_1_0_3_1_2.RDa",2,0.7,0.4
"2695","article_1_0_3_1_2.RDa",2,0.8,0.45
"2696","article_1_0_3_1_2.RDa",2,0.9,0.5
"2697","article_1_0_3_1_2.RDa",2,1,0.55
"2698","article_1_0_3_2_0.RDa",1,0,0.15
"2699","article_1_0_3_2_0.RDa",1,0.1,0.15
"2700","article_1_0_3_2_0.RDa",1,0.2,0.2
"2701","article_1_0_3_2_0.RDa",1,0.3,0.2
"2702","article_1_0_3_2_0.RDa",1,0.4,0.25
"2703","article_1_0_3_2_0.RDa",1,0.5,0.3
"2704","article_1_0_3_2_0.RDa",1,0.6,0.35
"2705","article_1_0_3_2_0.RDa",1,0.7,0.4
"2706","article_1_0_3_2_0.RDa",1,0.8,0.45
"2707","article_1_0_3_2_0.RDa",1,0.9,0.5
"2708","article_1_0_3_2_0.RDa",1,1,0.55
"2709","article_1_0_3_2_0.RDa",2,0,0.15
"2710","article_1_0_3_2_0.RDa",2,0.1,0.15
"2711","article_1_0_3_2_0.RDa",2,0.2,0.2
"2712","article_1_0_3_2_0.RDa",2,0.3,0.2
"2713","article_1_0_3_2_0.RDa",2,0.4,0.25
"2714","article_1_0_3_2_0.RDa",2,0.5,0.3
"2715","article_1_0_3_2_0.RDa",2,0.6,0.35
"2716","article_1_0_3_2_0.RDa",2,0.7,0.4
"2717","article_1_0_3_2_0.RDa",2,0.8,0.45
"2718","article_1_0_3_2_0.RDa",2,0.9,0.5
"2719","article_1_0_3_2_0.RDa",2,1,0.55
"2720","article_1_0_3_2_1.RDa",1,0,0.15
"2721","article_1_0_3_2_1.RDa",1,0.1,0.15
"2722","article_1_0_3_2_1.RDa",1,0.2,0.2
"2723","article_1_0_3_2_1.RDa",1,0.3,0.2
"2724","article_1_0_3_2_1.RDa",1,0.4,0.25
"2725","article_1_0_3_2_1.RDa",1,0.5,0.3
"2726","article_1_0_3_2_1.RDa",1,0.6,0.35
"2727","article_1_0_3_2_1.RDa",1,0.7,0.4
"2728","article_1_0_3_2_1.RDa",1,0.8,0.45
"2729","article_1_0_3_2_1.RDa",1,0.9,0.5
"2730","article_1_0_3_2_1.RDa",1,1,0.55
"2731","article_1_0_3_2_1.RDa",2,0,0.15
"2732","article_1_0_3_2_1.RDa",2,0.1,0.15
"2733","article_1_0_3_2_1.RDa",2,0.2,0.2
"2734","article_1_0_3_2_1.RDa",2,0.3,0.2
"2735","article_1_0_3_2_1.RDa",2,0.4,0.25
"2736","article_1_0_3_2_1.RDa",2,0.5,0.3
"2737","article_1_0_3_2_1.RDa",2,0.6,0.35
"2738","article_1_0_3_2_1.RDa",2,0.7,0.4
"2739","article_1_0_3_2_1.RDa",2,0.8,0.45
"2740","article_1_0_3_2_1.RDa",2,0.9,0.5
"2741","article_1_0_3_2_1.RDa",2,1,0.55
"2742","article_1_0_3_2_2.RDa",1,0,0.15
"2743","article_1_0_3_2_2.RDa",1,0.1,0.15
"2744","article_1_0_3_2_2.RDa",1,0.2,0.2
"2745","article_1_0_3_2_2.RDa",1,0.3,0.2
"2746","article_1_0_3_2_2.RDa",1,0.4,0.25
"2747","article_1_0_3_2_2.RDa",1,0.5,0.3
"2748","article_1_0_3_2_2.RDa",1,0.6,0.35
"2749","article_1_0_3_2_2.RDa",1,0.7,0.4
"2750","article_1_0_3_2_2.RDa",1,0.8,0.45
"2751","article_1_0_3_2_2.RDa",1,0.9,0.5
"2752","article_1_0_3_2_2.RDa",1,1,0.55
"2753","article_1_0_3_2_2.RDa",2,0,0.15
"2754","article_1_0_3_2_2.RDa",2,0.1,0.15
"2755","article_1_0_3_2_2.RDa",2,0.2,0.2
"2756","article_1_0_3_2_2.RDa",2,0.3,0.2
"2757","article_1_0_3_2_2.RDa",2,0.4,0.25
"2758","article_1_0_3_2_2.RDa",2,0.5,0.3
"2759","article_1_0_3_2_2.RDa",2,0.6,0.35
"2760","article_1_0_3_2_2.RDa",2,0.7,0.4
"2761","article_1_0_3_2_2.RDa",2,0.8,0.45
"2762","article_1_0_3_2_2.RDa",2,0.9,0.5
"2763","article_1_0_3_2_2.RDa",2,1,0.55
"2764","article_1_0_4_0_0.RDa",NA,NA,NA
"2765","article_1_0_4_0_1.RDa",NA,NA,NA
"2766","article_1_0_4_0_2.RDa",NA,NA,NA
"2767","article_1_0_4_1_0.RDa",NA,NA,NA
"2768","article_1_0_4_1_1.RDa",NA,NA,NA
"2769","article_1_0_4_1_2.RDa",NA,NA,NA
"2770","article_1_0_4_2_0.RDa",NA,NA,NA
"2771","article_1_0_4_2_1.RDa",NA,NA,NA
"2772","article_1_0_4_2_2.RDa",NA,NA,NA
"2773","article_1_1_0_0_0.RDa",NA,NA,NA
"2774","article_1_1_0_0_1.RDa",1,0,0.00579150579150579
"2775","article_1_1_0_0_1.RDa",1,0.1,0.00579150579150579
"2776","article_1_1_0_0_1.RDa",1,0.2,0.00772200772200772
"2777","article_1_1_0_0_1.RDa",1,0.3,0.00965250965250965
"2778","article_1_1_0_0_1.RDa",1,0.4,0.0115830115830116
"2779","article_1_1_0_0_1.RDa",1,0.5,0.0135135135135135
"2780","article_1_1_0_0_1.RDa",1,0.6,0.0154440154440154
"2781","article_1_1_0_0_1.RDa",1,0.7,0.0173745173745174
"2782","article_1_1_0_0_1.RDa",1,0.8,0.0193050193050193
"2783","article_1_1_0_0_1.RDa",1,0.9,0.0212355212355212
"2784","article_1_1_0_0_1.RDa",1,1,0.0231660231660232
"2785","article_1_1_0_0_1.RDa",2,0,0.00579150579150579
"2786","article_1_1_0_0_1.RDa",2,0.1,0.00579150579150579
"2787","article_1_1_0_0_1.RDa",2,0.2,0.00772200772200772
"2788","article_1_1_0_0_1.RDa",2,0.3,0.00965250965250965
"2789","article_1_1_0_0_1.RDa",2,0.4,0.0115830115830116
"2790","article_1_1_0_0_1.RDa",2,0.5,0.0135135135135135
"2791","article_1_1_0_0_1.RDa",2,0.6,0.0154440154440154
"2792","article_1_1_0_0_1.RDa",2,0.7,0.0173745173745174
"2793","article_1_1_0_0_1.RDa",2,0.8,0.0193050193050193
"2794","article_1_1_0_0_1.RDa",2,0.9,0.0212355212355212
"2795","article_1_1_0_0_1.RDa",2,1,0.0231660231660232
"2796","article_1_1_0_0_2.RDa",1,0,0.00579150579150579
"2797","article_1_1_0_0_2.RDa",1,0.1,0.00579150579150579
"2798","article_1_1_0_0_2.RDa",1,0.2,0.00772200772200772
